NSW Recorded Crime Statistics April 2015-March 2020,,,,,,,,,
"Incidents of crime recorded by the NSW Police Force by Local Government Area: number, rates^ and trends^^",,,,,,,,,
,,,,,,,,,
Local Government Area,Offence type,Apr 2015 - Mar 2016,Apr 2016 - Mar 2017,Apr 2017 - Mar 2018,Apr 2018 - Mar 2019,Apr 2019 - Mar 2020,"Rate per 100,000 population Apr 2019 - Mar 2020",2 year trend and annual percent change (Apr 2018-Mar 2020),5 year trend and average annual percent change (Apr 2015-Mar 2020)
Narrabri,Resist or hinder officer,35,18,13,7,20,151.2,nc,nc
Narrabri,Other offences against justice procedures,0,0,0,1,2,15.1,nc,nc
Narrabri,Transport regulatory offences,0,3,1,1,1,7.6,nc,nc
Narrabri,Other offences,70,44,47,47,38,287.2,Stable,Down 14.2%
Narrandera,Murder *,0,0,0,0,0,nc,nc,nc
Narrandera,Attempted murder,0,0,0,0,0,nc,nc,nc
Narrandera,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Narrandera,Manslaughter *,0,0,0,0,0,nc,nc,nc
Tweed,Domestic violence related assault,293,313,295,345,295,306.9,Stable,Stable
Narrandera,Non-domestic violence related assault,10,42,30,35,44,741.9,Stable,nc
Narrandera,Assault Police,2,4,0,7,3,50.6,nc,nc
Narrandera,Sexual assault,3,7,7,8,5,84.3,nc,nc
Narrandera,"Indecent assault, act of indecency and other sexual offences",6,7,9,16,8,134.9,nc,nc
Narrandera,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Narrandera,Robbery without a weapon,0,1,0,1,0,nc,nc,nc
Narrandera,Robbery with a firearm,0,1,0,0,1,16.9,nc,nc
Narrandera,Robbery with a weapon not a firearm,1,0,2,0,0,nc,nc,nc
Narrandera,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Narrandera,"Intimidation, stalking and harassment",46,63,51,60,40,674.4,Stable,Stable
Narrandera,Other offences against the person,2,1,0,2,2,33.7,nc,nc
Narrandera,Break and enter dwelling,50,52,83,26,136,2293,Up 423.1%,Stable
Narrandera,Break and enter non-dwelling,37,53,65,11,22,370.9,nc,nc
Narrandera,Receiving or handling stolen goods,17,5,9,4,19,320.4,nc,nc
Narrandera,Motor vehicle theft,16,17,23,11,26,438.4,nc,nc
Narrandera,Steal from motor vehicle,32,41,55,22,125,2107.6,Up 468.2%,Up 40.6%
Narrandera,Steal from retail store,24,34,22,17,29,489,nc,nc
Narrandera,Steal from dwelling,26,22,21,15,32,539.5,nc,nc
Narrandera,Steal from person,1,1,0,0,0,nc,nc,nc
Narrandera,Stock theft,2,7,5,4,1,16.9,nc,nc
Narrandera,Fraud,14,10,19,16,18,303.5,nc,nc
Narrandera,Other theft,28,30,20,31,30,505.8,Stable,Stable
Narrandera,Arson,11,9,11,7,16,269.8,nc,nc
Narrandera,Malicious damage to property,56,65,78,81,72,1214,Stable,Stable
Narrandera,Possession and/or use of cocaine,0,0,1,0,1,16.9,nc,nc
Narrandera,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Narrandera,Possession and/or use of cannabis,99,75,38,30,84,1416.3,Up 180.0%,Stable
Narrandera,Possession and/or use of amphetamines,26,14,22,13,29,489,nc,nc
Narrandera,Possession and/or use of ecstasy,2,0,0,0,2,33.7,nc,nc
Narrandera,Possession and/or use of other drugs,19,23,17,7,13,219.2,nc,nc
Narrandera,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Narrandera,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Narrandera,"Dealing, trafficking in cannabis",6,1,0,0,7,118,nc,nc
Narrandera,"Dealing, trafficking in amphetamines",7,2,2,2,16,269.8,nc,nc
Narrandera,"Dealing, trafficking in ecstasy",1,1,0,0,1,16.9,nc,nc
Narrandera,"Dealing, trafficking in other drugs",0,1,2,0,1,16.9,nc,nc
Narrandera,Cultivating cannabis,1,2,1,1,3,50.6,nc,nc
Narrandera,Manufacture drug,0,0,0,0,0,nc,nc,nc
Narrandera,Importing drugs,0,0,0,0,0,nc,nc,nc
Narrandera,Other drug offences,37,24,19,16,40,674.4,nc,nc
Narrandera,Prohibited and regulated weapons offences,25,27,34,27,59,994.8,Stable,Stable
Narrandera,Trespass,8,14,27,26,30,505.8,Up 15.4%,nc
Narrandera,Offensive conduct,6,15,4,11,10,168.6,nc,nc
Narrandera,Offensive language,5,7,4,4,3,50.6,nc,nc
Narrandera,Criminal intent,5,3,4,2,6,101.2,nc,nc
Narrandera,Betting and gaming offences,0,0,1,0,0,nc,nc,nc
Narrandera,Liquor offences,23,6,15,20,7,118,nc,nc
Narrandera,Pornography offences,0,0,0,0,0,nc,nc,nc
Narrandera,Prostitution offences,0,0,0,0,0,nc,nc,nc
Narrandera,Escape custody,1,0,1,1,0,nc,nc,nc
Narrandera,Breach Apprehended Violence Order,20,34,39,22,37,623.8,Up 68.2%,Stable
Narrandera,Breach bail conditions,20,24,32,16,34,573.3,nc,nc
Narrandera,Fail to appear,0,0,0,1,0,nc,nc,nc
Narrandera,Resist or hinder officer,11,11,11,14,15,252.9,nc,nc
Narrandera,Other offences against justice procedures,0,2,1,1,1,16.9,nc,nc
Narrandera,Transport regulatory offences,1,0,0,0,3,50.6,nc,nc
Narrandera,Other offences,17,20,18,10,18,303.5,nc,nc
Narromine,Murder *,0,0,0,0,0,nc,nc,nc
Narromine,Attempted murder,0,0,0,0,0,nc,nc,nc
Narromine,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Narromine,Manslaughter *,0,0,0,0,0,nc,nc,nc
Georges River,Domestic violence related assault,445,460,390,457,486,306.8,Up 6.3%,Stable
Narromine,Non-domestic violence related assault,71,55,38,45,28,426.4,Down 37.8%,Down 20.8%
Narromine,Assault Police,2,5,3,3,3,45.7,nc,nc
Narromine,Sexual assault,5,13,6,13,11,167.5,nc,nc
Narromine,"Indecent assault, act of indecency and other sexual offences",6,12,18,13,12,182.7,nc,nc
Narromine,Abduction and kidnapping,1,0,0,0,0,nc,nc,nc
Narromine,Robbery without a weapon,1,2,2,1,1,15.2,nc,nc
Narromine,Robbery with a firearm,0,0,0,2,0,nc,nc,nc
Narromine,Robbery with a weapon not a firearm,1,0,0,2,1,15.2,nc,nc
Narromine,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Narromine,"Intimidation, stalking and harassment",69,61,67,75,78,1187.8,Stable,Stable
Narromine,Other offences against the person,1,2,0,0,1,15.2,nc,nc
Narromine,Break and enter dwelling,115,93,57,101,73,1111.6,Stable,Stable
Narromine,Break and enter non-dwelling,44,54,57,47,55,837.5,Stable,Stable
Narromine,Receiving or handling stolen goods,6,10,1,8,12,182.7,nc,nc
Narromine,Motor vehicle theft,27,37,17,31,26,395.9,Stable,nc
Narromine,Steal from motor vehicle,67,73,60,80,73,1111.6,Stable,Stable
Narromine,Steal from retail store,11,23,8,11,15,228.4,nc,nc
Narromine,Steal from dwelling,85,55,42,62,52,791.8,Stable,Stable
Narromine,Steal from person,6,11,4,6,1,15.2,nc,nc
Narromine,Stock theft,5,3,5,4,4,60.9,nc,nc
Narromine,Fraud,32,32,23,49,46,700.5,Stable,Up 9.5%
Narromine,Other theft,33,67,19,51,32,487.3,Stable,nc
Narromine,Arson,11,15,28,14,16,243.6,nc,nc
Narromine,Malicious damage to property,122,117,99,97,90,1370.5,Stable,Down 7.3%
Narromine,Possession and/or use of cocaine,0,0,0,0,0,nc,nc,nc
Narromine,Possession and/or use of narcotics,0,0,0,0,0,nc,nc,nc
Narromine,Possession and/or use of cannabis,15,9,10,11,13,198,nc,nc
Narromine,Possession and/or use of amphetamines,4,0,0,4,3,45.7,nc,nc
Narromine,Possession and/or use of ecstasy,1,0,0,0,0,nc,nc,nc
Narromine,Possession and/or use of other drugs,3,3,1,3,6,91.4,nc,nc
Narromine,"Dealing, trafficking in cocaine",0,0,0,0,0,nc,nc,nc
Narromine,"Dealing, trafficking in narcotics",0,0,0,0,0,nc,nc,nc
Narromine,"Dealing, trafficking in cannabis",2,0,1,0,1,15.2,nc,nc
Narromine,"Dealing, trafficking in amphetamines",0,0,0,0,1,15.2,nc,nc
Narromine,"Dealing, trafficking in ecstasy",0,0,0,0,0,nc,nc,nc
Narromine,"Dealing, trafficking in other drugs",0,0,0,1,0,nc,nc,nc
Narromine,Cultivating cannabis,1,0,0,0,0,nc,nc,nc
Narromine,Manufacture drug,0,0,0,0,0,nc,nc,nc
Narromine,Importing drugs,0,0,0,0,0,nc,nc,nc
Narromine,Other drug offences,11,1,1,3,5,76.1,nc,nc
Narromine,Prohibited and regulated weapons offences,23,20,22,24,28,426.4,Stable,Stable
Narromine,Trespass,53,55,28,49,32,487.3,Stable,Down 11.9%
Narromine,Offensive conduct,17,22,14,10,5,76.1,nc,nc
Narromine,Offensive language,5,7,2,3,0,nc,nc,nc
Narromine,Criminal intent,3,5,9,13,10,152.3,nc,nc
Narromine,Betting and gaming offences,0,0,0,0,0,nc,nc,nc
Narromine,Liquor offences,7,11,9,11,3,45.7,nc,nc
Narromine,Pornography offences,1,0,1,0,0,nc,nc,nc
Narromine,Prostitution offences,0,0,0,0,0,nc,nc,nc
Narromine,Escape custody,0,0,1,0,0,nc,nc,nc
Narromine,Breach Apprehended Violence Order,35,29,33,38,57,868,Stable,Up 13.0%
Narromine,Breach bail conditions,36,58,52,194,156,2375.5,Stable,Up 44.3%
Narromine,Fail to appear,0,2,1,0,2,30.5,nc,nc
Narromine,Resist or hinder officer,3,5,8,6,8,121.8,nc,nc
Narromine,Other offences against justice procedures,1,0,0,0,0,nc,nc,nc
Narromine,Transport regulatory offences,1,0,0,0,1,15.2,nc,nc
Narromine,Other offences,10,19,13,18,17,258.9,nc,nc
Newcastle,Murder *,3,0,1,4,2,1.2,nc,nc
Newcastle,Attempted murder,0,0,1,0,0,nc,nc,nc
Newcastle,"Murder accessory, conspiracy",0,1,0,0,0,nc,nc,nc
Newcastle,Manslaughter *,1,0,1,0,0,nc,nc,nc
Waverley,Domestic violence related assault,213,164,146,158,199,268.5,Stable,Stable
Newcastle,Non-domestic violence related assault,1046,1147,1061,1053,1124,684.9,Stable,Stable
Newcastle,Assault Police,53,46,60,49,46,28,Stable,Stable
Newcastle,Sexual assault,127,160,198,160,181,110.3,Stable,Up 9.3%
Newcastle,"Indecent assault, act of indecency and other sexual offences",178,238,252,214,240,146.2,Stable,Up 7.8%
Newcastle,Abduction and kidnapping,4,11,3,7,10,6.1,nc,nc
Newcastle,Robbery without a weapon,37,49,30,31,53,32.3,Up 71.0%,Stable
Newcastle,Robbery with a firearm,4,11,4,9,5,3,nc,nc
Newcastle,Robbery with a weapon not a firearm,32,35,35,44,25,15.2,Down 43.2%,Stable
Newcastle,Blackmail and extortion,0,1,0,0,0,nc,nc,nc
Newcastle,"Intimidation, stalking and harassment",690,818,806,744,810,493.6,Up 8.9%,Up 4.1%
Newcastle,Other offences against the person,39,45,9,30,23,14,Stable,nc
Newcastle,Break and enter dwelling,893,893,1009,955,1044,636.2,Stable,Up 4.0%
Newcastle,Break and enter non-dwelling,338,323,404,357,454,276.7,Up 27.2%,Up 7.7%
Newcastle,Receiving or handling stolen goods,238,211,260,170,248,151.1,Up 45.9%,Stable
Newcastle,Motor vehicle theft,415,486,505,575,574,349.8,Stable,Up 8.4%
Newcastle,Steal from motor vehicle,1832,2089,2116,1971,1806,1100.5,Stable,Stable
Newcastle,Steal from retail store,701,754,914,856,1031,628.3,Up 20.4%,Up 10.1%
Newcastle,Steal from dwelling,689,723,768,809,756,460.7,Stable,Up 2.3%
Newcastle,Steal from person,190,167,164,135,146,89,Stable,Down 6.4%
Newcastle,Stock theft,2,0,1,2,0,nc,nc,nc
Newcastle,Fraud,1445,1560,1663,1665,1643,1001.2,Stable,Stable
Newcastle,Other theft,955,974,1001,986,1026,625.2,Stable,Stable
Newcastle,Arson,103,116,141,104,122,74.3,Stable,Stable
Newcastle,Malicious damage to property,1818,2198,2218,2014,2002,1220,Stable,Stable
Newcastle,Possession and/or use of cocaine,10,10,7,14,15,9.1,nc,nc
Newcastle,Possession and/or use of narcotics,9,9,15,12,14,8.5,nc,nc
Newcastle,Possession and/or use of cannabis,362,293,233,221,284,173.1,Stable,Down 5.9%
Newcastle,Possession and/or use of amphetamines,208,238,222,139,209,127.4,Up 50.4%,Stable
Newcastle,Possession and/or use of ecstasy,44,61,43,59,47,28.6,Stable,Stable
Newcastle,Possession and/or use of other drugs,75,86,83,66,68,41.4,Stable,Stable
Newcastle,"Dealing, trafficking in cocaine",5,0,5,0,7,4.3,nc,nc
Newcastle,"Dealing, trafficking in narcotics",0,3,0,166,286,174.3,Stable,nc
Newcastle,"Dealing, trafficking in cannabis",4,8,6,14,28,17.1,nc,nc
Newcastle,"Dealing, trafficking in amphetamines",33,46,51,46,35,21.3,Stable,Stable
Newcastle,"Dealing, trafficking in ecstasy",46,13,55,7,9,5.5,nc,nc
Newcastle,"Dealing, trafficking in other drugs",4,5,15,1,4,2.4,nc,nc
Newcastle,Cultivating cannabis,12,15,8,15,7,4.3,nc,nc
Newcastle,Manufacture drug,1,0,0,0,0,nc,nc,nc
Newcastle,Importing drugs,0,0,1,0,1,0.6,nc,nc
Newcastle,Other drug offences,117,92,100,112,127,77.4,Stable,Stable
Newcastle,Prohibited and regulated weapons offences,320,348,292,304,391,238.3,Up 28.6%,Stable
Newcastle,Trespass,214,278,286,249,297,181,Stable,Up 8.5%
Newcastle,Offensive conduct,192,168,168,141,116,70.7,Stable,Down 11.8%
Newcastle,Offensive language,88,83,90,47,40,24.4,Stable,Down 17.9%
Newcastle,Criminal intent,49,59,46,38,43,26.2,Stable,Stable
Newcastle,Betting and gaming offences,1,1,0,1,2,1.2,nc,nc
Newcastle,Liquor offences,188,228,200,136,116,70.7,Stable,Down 11.4%
Newcastle,Pornography offences,10,9,20,11,20,12.2,nc,nc
Newcastle,Prostitution offences,0,0,1,0,1,0.6,nc,nc
Newcastle,Escape custody,2,5,4,7,6,3.7,nc,nc
Newcastle,Breach Apprehended Violence Order,454,402,404,472,576,351,Up 22.0%,Up 6.1%
Newcastle,Breach bail conditions,1052,1110,1075,494,1043,635.6,Up 111.1%,Stable
Newcastle,Fail to appear,5,13,6,1,9,5.5,nc,nc
Newcastle,Resist or hinder officer,157,136,189,120,113,68.9,Stable,Stable
Newcastle,Other offences against justice procedures,12,10,9,13,41,25,nc,nc
Newcastle,Transport regulatory offences,4298,4769,4364,4690,4206,2563,Stable,Stable
Newcastle,Other offences,450,424,360,325,347,211.5,Stable,Down 6.3%
North Sydney,Murder *,1,0,0,0,0,nc,nc,nc
North Sydney,Attempted murder,0,0,0,0,0,nc,nc,nc
North Sydney,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
North Sydney,Manslaughter *,0,0,0,0,0,nc,nc,nc
Randwick,Domestic violence related assault,349,389,347,383,406,263.2,Stable,Stable
North Sydney,Non-domestic violence related assault,164,185,192,135,151,203.6,Up 11.9%,Stable
North Sydney,Assault Police,12,14,12,15,5,6.7,nc,nc
North Sydney,Sexual assault,23,24,29,45,29,39.1,Stable,Up 6.0%
North Sydney,"Indecent assault, act of indecency and other sexual offences",34,41,58,46,41,55.3,Stable,Stable
North Sydney,Abduction and kidnapping,0,0,0,4,0,nc,nc,nc
North Sydney,Robbery without a weapon,6,11,12,7,7,9.4,nc,nc
North Sydney,Robbery with a firearm,0,0,1,2,1,1.3,nc,nc
North Sydney,Robbery with a weapon not a firearm,1,4,8,3,6,8.1,nc,nc
North Sydney,Blackmail and extortion,0,3,0,2,0,nc,nc,nc
North Sydney,"Intimidation, stalking and harassment",116,131,125,111,111,149.7,Stable,Stable
North Sydney,Other offences against the person,7,7,1,4,6,8.1,nc,nc
North Sydney,Break and enter dwelling,174,147,147,164,121,163.1,Down 26.2%,Stable
North Sydney,Break and enter non-dwelling,107,93,77,50,67,90.3,Stable,Down 11.0%
North Sydney,Receiving or handling stolen goods,54,31,34,35,33,44.5,Stable,Stable
North Sydney,Motor vehicle theft,44,32,41,48,45,60.7,Stable,Stable
North Sydney,Steal from motor vehicle,216,154,223,149,200,269.6,Stable,Stable
North Sydney,Steal from retail store,110,138,171,188,156,210.3,Down 17.0%,Stable
North Sydney,Steal from dwelling,204,196,209,149,135,182,Stable,Down 9.8%
North Sydney,Steal from person,26,30,44,38,34,45.8,Stable,Up 6.9%
North Sydney,Stock theft,0,0,0,0,1,1.3,nc,nc
North Sydney,Fraud,508,477,533,514,470,633.7,Stable,Stable
North Sydney,Other theft,176,195,189,183,182,245.4,Stable,Stable
North Sydney,Arson,1,4,4,8,1,1.3,nc,nc
North Sydney,Malicious damage to property,316,328,354,356,342,461.1,Stable,Stable
North Sydney,Possession and/or use of cocaine,29,28,55,35,33,44.5,Stable,Stable
North Sydney,Possession and/or use of narcotics,5,1,5,1,1,1.3,nc,nc
North Sydney,Possession and/or use of cannabis,143,103,91,118,91,122.7,Stable,Stable
North Sydney,Possession and/or use of amphetamines,42,27,29,23,13,17.5,nc,nc
North Sydney,Possession and/or use of ecstasy,130,140,207,156,122,164.5,Stable,Stable
North Sydney,Possession and/or use of other drugs,39,24,46,33,33,44.5,Stable,Stable
North Sydney,"Dealing, trafficking in cocaine",2,1,9,11,12,16.2,nc,nc
North Sydney,"Dealing, trafficking in narcotics",0,7,0,0,0,nc,nc,nc
North Sydney,"Dealing, trafficking in cannabis",1,5,1,3,0,nc,nc,nc
North Sydney,"Dealing, trafficking in amphetamines",5,4,3,3,4,5.4,nc,nc
North Sydney,"Dealing, trafficking in ecstasy",15,9,32,12,20,27,nc,nc
North Sydney,"Dealing, trafficking in other drugs",1,4,4,4,2,2.7,nc,nc
North Sydney,Cultivating cannabis,1,1,0,0,2,2.7,nc,nc
North Sydney,Manufacture drug,0,0,0,0,0,nc,nc,nc
North Sydney,Importing drugs,0,0,0,0,2,2.7,nc,nc
North Sydney,Other drug offences,23,30,26,28,31,41.8,Stable,Stable
North Sydney,Prohibited and regulated weapons offences,39,16,38,30,31,41.8,Stable,nc
North Sydney,Trespass,46,61,69,46,54,72.8,Stable,Stable
North Sydney,Offensive conduct,78,79,62,26,21,28.3,Stable,Down 28.0%
North Sydney,Offensive language,15,18,17,9,9,12.1,nc,nc
North Sydney,Criminal intent,16,11,6,12,9,12.1,nc,nc
North Sydney,Betting and gaming offences,0,0,1,0,0,nc,nc,nc
North Sydney,Liquor offences,338,253,352,169,189,254.8,Stable,Down 13.5%
North Sydney,Pornography offences,2,4,4,5,5,6.7,nc,nc
North Sydney,Prostitution offences,0,0,0,0,0,nc,nc,nc
North Sydney,Escape custody,0,1,1,0,1,1.3,nc,nc
North Sydney,Breach Apprehended Violence Order,34,42,31,46,51,68.8,Stable,Stable
North Sydney,Breach bail conditions,180,154,141,142,121,163.1,Stable,Stable
North Sydney,Fail to appear,12,16,7,2,2,2.7,nc,nc
North Sydney,Resist or hinder officer,39,30,39,27,26,35.1,Stable,Stable
North Sydney,Other offences against justice procedures,1,5,2,2,4,5.4,nc,nc
North Sydney,Transport regulatory offences,449,488,508,504,257,346.5,Down 49.0%,Down 13.0%
North Sydney,Other offences,100,135,170,109,101,136.2,Stable,Stable
Northern Beaches,Murder *,1,3,1,1,1,0.4,nc,nc
Northern Beaches,Attempted murder,0,0,0,0,0,nc,nc,nc
Northern Beaches,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Northern Beaches,Manslaughter *,1,0,2,0,0,nc,nc,nc
Queanbeyan-Palerang Regional,Domestic violence related assault,168,142,134,130,157,261.8,Stable,Stable
Northern Beaches,Non-domestic violence related assault,584,630,576,640,642,236.7,Stable,Stable
Northern Beaches,Assault Police,42,39,45,46,43,15.9,Stable,Stable
Northern Beaches,Sexual assault,79,93,104,127,125,46.1,Stable,Up 12.2%
Northern Beaches,"Indecent assault, act of indecency and other sexual offences",134,108,122,166,157,57.9,Stable,Up 4.0%
Northern Beaches,Abduction and kidnapping,3,3,6,1,4,1.5,nc,nc
Northern Beaches,Robbery without a weapon,23,26,24,24,35,12.9,Up 45.8%,Stable
Northern Beaches,Robbery with a firearm,0,0,2,3,0,nc,nc,nc
Northern Beaches,Robbery with a weapon not a firearm,6,4,8,15,9,3.3,nc,nc
Northern Beaches,Blackmail and extortion,2,2,0,0,2,0.7,nc,nc
Northern Beaches,"Intimidation, stalking and harassment",283,310,397,388,463,170.7,Up 19.3%,Up 13.1%
Northern Beaches,Other offences against the person,28,31,11,21,15,5.5,nc,nc
Northern Beaches,Break and enter dwelling,404,459,451,378,292,107.6,Down 22.8%,Down 7.8%
Northern Beaches,Break and enter non-dwelling,274,227,188,150,165,60.8,Stable,Down 11.9%
Northern Beaches,Receiving or handling stolen goods,103,106,100,140,103,38,Stable,Stable
Northern Beaches,Motor vehicle theft,216,191,219,212,199,73.4,Stable,Stable
Northern Beaches,Steal from motor vehicle,906,821,917,759,951,350.6,Up 25.3%,Stable
Northern Beaches,Steal from retail store,576,588,495,621,587,216.4,Stable,Stable
Northern Beaches,Steal from dwelling,435,448,437,381,338,124.6,Down 11.3%,Down 6.1%
Northern Beaches,Steal from person,111,91,91,61,72,26.5,Stable,Down 10.3%
Northern Beaches,Stock theft,1,0,0,0,0,nc,nc,nc
Northern Beaches,Fraud,1326,1219,1209,1239,1180,435,Stable,Stable
Northern Beaches,Other theft,762,709,696,649,617,227.4,Stable,Stable
Northern Beaches,Arson,45,64,52,48,58,21.4,Stable,Stable
Northern Beaches,Malicious damage to property,1365,1178,1108,1301,1195,440.5,Stable,Stable
Northern Beaches,Possession and/or use of cocaine,45,40,43,32,31,11.4,Stable,Stable
Northern Beaches,Possession and/or use of narcotics,4,4,11,10,11,4.1,nc,nc
Northern Beaches,Possession and/or use of cannabis,267,233,275,263,260,95.8,Stable,Stable
Northern Beaches,Possession and/or use of amphetamines,83,72,53,67,57,21,Stable,Down 9.0%
Northern Beaches,Possession and/or use of ecstasy,34,19,21,30,16,5.9,nc,nc
Northern Beaches,Possession and/or use of other drugs,44,35,54,66,67,24.7,Stable,Up 11.1%
Northern Beaches,"Dealing, trafficking in cocaine",20,23,16,8,11,4.1,nc,nc
Northern Beaches,"Dealing, trafficking in narcotics",3,0,3,2,5,1.8,nc,nc
Northern Beaches,"Dealing, trafficking in cannabis",18,8,8,7,10,3.7,nc,nc
Northern Beaches,"Dealing, trafficking in amphetamines",14,7,7,5,13,4.8,nc,nc
Northern Beaches,"Dealing, trafficking in ecstasy",10,4,2,4,4,1.5,nc,nc
Northern Beaches,"Dealing, trafficking in other drugs",4,2,5,7,3,1.1,nc,nc
Northern Beaches,Cultivating cannabis,8,9,4,7,5,1.8,nc,nc
Northern Beaches,Manufacture drug,3,0,0,1,0,nc,nc,nc
Northern Beaches,Importing drugs,1,1,2,0,11,4.1,nc,nc
Northern Beaches,Other drug offences,59,61,71,70,74,27.3,Stable,Stable
Northern Beaches,Prohibited and regulated weapons offences,164,145,150,195,210,77.4,Stable,Up 6.4%
Northern Beaches,Trespass,178,157,181,208,217,80,Stable,Stable
Northern Beaches,Offensive conduct,198,237,147,129,98,36.1,Down 24.0%,Down 16.1%
Northern Beaches,Offensive language,98,85,81,61,39,14.4,Stable,Down 20.6%
Northern Beaches,Criminal intent,27,21,37,45,47,17.3,Stable,Up 14.9%
Northern Beaches,Betting and gaming offences,1,2,2,0,1,0.4,nc,nc
Northern Beaches,Liquor offences,315,318,299,242,221,81.5,Stable,Down 8.5%
Northern Beaches,Pornography offences,5,9,12,6,16,5.9,nc,nc
Northern Beaches,Prostitution offences,0,0,0,1,0,nc,nc,nc
Northern Beaches,Escape custody,0,2,2,2,1,0.4,nc,nc
Northern Beaches,Breach Apprehended Violence Order,150,156,166,257,234,86.3,Stable,Up 11.8%
Northern Beaches,Breach bail conditions,1367,1167,1109,1904,1469,541.5,Down 22.8%,Stable
Northern Beaches,Fail to appear,33,12,13,26,6,2.2,nc,nc
Northern Beaches,Resist or hinder officer,115,127,106,112,91,33.5,Stable,Stable
Northern Beaches,Other offences against justice procedures,3,2,3,7,10,3.7,nc,nc
Northern Beaches,Transport regulatory offences,151,175,120,161,171,63,Stable,Stable
Northern Beaches,Other offences,460,418,470,452,374,137.9,Stable,Stable
Oberon,Murder *,0,1,0,0,1,18.5,nc,nc
Oberon,Attempted murder,0,0,0,0,0,nc,nc,nc
Oberon,"Murder accessory, conspiracy",0,0,0,0,0,nc,nc,nc
Oberon,Manslaughter *,0,0,0,0,0,nc,nc,nc
Dungog,Domestic violence related assault,21,23,30,28,24,256.8,Stable,Stable
Oberon,Non-domestic violence related assault,16,17,19,17,14,258.9,nc,nc
Oberon,Assault Police,0,0,1,0,1,18.5,nc,nc
Oberon,Sexual assault,4,5,6,3,4,74,nc,nc
Oberon,"Indecent assault, act of indecency and other sexual offences",7,4,3,3,3,55.5,nc,nc
Oberon,Abduction and kidnapping,0,0,0,0,0,nc,nc,nc
Oberon,Robbery without a weapon,1,0,0,0,0,nc,nc,nc
Oberon,Robbery with a firearm,0,0,0,0,0,nc,nc,nc
Oberon,Robbery with a weapon not a firearm,1,0,0,0,1,18.5,nc,nc
Oberon,Blackmail and extortion,0,0,0,0,0,nc,nc,nc
Oberon,"Intimidation, stalking and harassment",19,13,22,29,39,721.2,Stable,nc
Oberon,Other offences against the person,4,1,0,0,1,18.5,nc,nc
Oberon,Break and enter dwelling,20,16,21,25,14,258.9,nc,nc
Oberon,Break and enter non-dwelling,10,5,19,17,13,240.4,nc,nc
Oberon,Receiving or handling stolen goods,1,1,1,1,4,74,nc,nc
Oberon,Motor vehicle theft,5,10,2,7,9,166.4,nc,nc
Oberon,Steal from motor vehicle,11,14,7,11,11,203.4,nc,nc
Oberon,Steal from retail store,5,5,3,5,4,74,nc,nc
Oberon,Steal from dwelling,19,13,13,13,15,277.4,nc,nc
Oberon,Steal from person,1,1,0,0,0,nc,nc,nc
Oberon,Stock theft,3,5,5,5,4,74,nc,nc
Oberon,Fraud,17,14,18,25,17,314.3,nc,nc
Oberon,Other theft,18,14,12,16,17,314.3,nc,nc
Oberon,Arson,10,7,8,8,5,92.5,nc,nc
Oberon,Malicious damage to property,47,45,47,54,38,702.7,Stable,Stable
